"Date","Team","Acquired","Relinquished","Notes","page_url"
"2017-10-14","Rockets",NA,"• Cameron Oliver","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Rockets",NA,"• Danuel House","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Suns",NA,"• Elijah Millsap","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Thunder",NA,"• Chris Wright (c)","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Thunder",NA,"• Isaiah Canaan","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Thunder",NA,"• Semaj Christon","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10425"
"2017-10-14","Thunder","","• Yanick Moreira","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Thunder","","• Yannis Morin","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Timberwolves","","• Amile Jefferson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Timberwolves","","• Melo Trimble","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Timberwolves","","• Shawne Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Warriors","","• Georges Niang","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Warriors","","• Michael Gbinije","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Wizards","","• Donald Sloan","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","• Andrew Andrews","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","• James Webb III","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","• Marc Loving","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","","• Andrew Andrews","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","","• James Webb III","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","76ers","","• Marc Loving","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Cavaliers","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","trade with Hawks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Hawks","• Richard Jefferson• Kahlil Felder / Kay Felder• 2019 second round pick (less favorable of Lakers, Timberwolves picks) (?-?)• 2020 second round pick (protected top 55) (?-?)• $3M cash","• rights to Sergiy Gladyr / Sergey Gladyr• rights to Dimitrios Agravanis","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Hawks","","• Kahlil Felder / Kay Felder","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-14","Hawks","","• Richard Jefferson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-15","Clippers","• C.J. Williams","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-15","Pacers","","• Jarrod Uthoff","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10450"
"2017-10-15","Heat","","• Matt Williams","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Bulls","","• Diamond Stone","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Bulls","","• Jarell Eddie","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Bulls","• Antonio Blakeney","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Grizzlies","","• Rade Zagorac","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Grizzlies","","• Wade Baldwin IV","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Jazz","","• Joel Bolomboy","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Magic","• Jamel Artis","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Mavericks","","• Gian Clavell","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-16","Mavericks","• Gian Clavell","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-17","Bucks","• Gary Payton II","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-17","Hawks","• Isaiah Taylor","","signed free agent for the remainder of the season / 2-year, $2.95M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-17","Thunder","• P.J. Dozier","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-17","Warriors","• Quinn Cook","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10475"
"2017-10-18","Cavaliers","• London Perrantes","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-18","Lakers","• Vander Blue","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-18","Nuggets","","• Jameer Nelson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-19","Blazers","• Wade Baldwin IV","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-19","Nuggets","• Richard Jefferson","","signed free agent to a 1-year, $2.3M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-20","Bucks","• Joel Bolomboy","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-20","Knicks","• Isaiah Hicks","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-22","Pelicans","","• Jordan Crawford","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-22","Pelicans","• Jameer Nelson","","signed free agent to a 1-year, $3.2M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-22","Raptors","","• K.J. McDaniels","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-23","Rockets","• Briante Weber","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10500"
"2017-10-25","Rockets","• Isaiah Canaan","","signed free agent for the remainder of the season","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10525"
"2017-10-28","Pelicans","• Josh Smith","","signed unrestricted free agent for the remainder of the season / 1-year, $2.2M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10525"
"2017-10-28","Rockets","","• Isaiah Canaan","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10525"
"2017-11-02","Wizards","","• Carrick Felix","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-05","Hawks","• Tyler Cavanaugh","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-07","Bucks","• Eric Bledsoe","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","trade with Suns","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-07","Suns","• Greg Monroe• first round pick (protected top 10 and #17-30 in 2018, top 3 and #17-30 in 2019, top 7 in 2020, unprotected in 2021) (?-?)• 2018 second round pick (protected top 47) (not exercised)","• Eric Bledsoe","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-10","Pelicans","","• Josh Smith","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-12","Knicks","","• Mindaugas Kuzminskas","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-17","Mavericks","","• Gian Clavell","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-11-17","Mavericks","• Antonius Cleveland","","signed free agent to a two way contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-12-07","76ers","• Trevor Booker","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","trade with Nets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-12-07","Nets","","• Sean Kilpatrick","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-12-07","Nets","• Jahlil Okafor• Nik Stauskas• 2019 second round pick (?-?)","• Trevor Booker","trade with 76ers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10550"
"2017-12-07","Suns","","• Derrick Jones Jr.","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2010-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=10575"
