"","Date","Team","Acquired","Relinquished","Notes","page_url"
"993","2016-07-07","Wizards","• Ian Mahinmi","","signed unrestricted free agent to a 4-year, $64M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"994","2016-07-07","Wizards","• Jason Smith","","signed unrestricted free agent to a 3-year, $16M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"995","2016-07-07","Wizards","• Trey Burke","• 2021 second round pick (?-?)","trade with Jazz","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"996","2016-07-07","Bucks","• Matthew Dellavedova / Matt Dellavedova","• rights to Albert Miralles","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"997","2016-07-07","Cavaliers","• rights to Albert Miralles","• Matthew Dellavedova / Matt Dellavedova","trade with Bucks","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"998","2016-07-07","Bulls","• rights to Albert Miralles","• Mike Dunleavy Jr.• rights to Vladimir Veremeenko","trade with Cavaliers","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"999","2016-07-07","Cavaliers","• Mike Dunleavy Jr.• rights to Vladimir Veremeenko","• rights to Albert Miralles","trade with Bulls","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"1000","2016-07-07","Kings","• Matt Barnes","","signed unrestricted free agent to a 2-year, $12M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"1001","2016-07-08","76ers","• James Webb III","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2100"
"1002","2016-07-08","76ers","• Shawn Long","","signed free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1003","2016-07-08","Celtics","• Al Horford","","signed unrestricted free agent to a 4-year, $113M contract (fourth year is player option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1004","2016-07-08","Jazz","• Joe Johnson","","signed unrestricted free agent to a 2-year, $22M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1005","2016-07-08","Kings","• Arron Afflalo","","signed unrestricted free agent to a 2-year, $25M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1006","2016-07-08","Kings","• Garrett Temple","","signed unrestricted free agent to a 3-year, $24M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1007","2016-07-08","Knicks","• Brandon Jennings","","signed unrestricted free agent to a 1-year, ~$5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1008","2016-07-08","Knicks","• Courtney Lee","","signed unrestricted free agent to a 4-year, $48M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1009","2016-07-08","Knicks","• Joakim Noah","","signed unrestricted free agent to a 4-year, $72M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1010","2016-07-08","Lakers","• Timofey Mozgov","","signed unrestricted free agent to a 4-year, $64M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1011","2016-07-08","Mavericks","","• JaVale McGee","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1012","2016-07-08","Mavericks","• Dorian Finney-Smith","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1013","2016-07-08","Nets","• Trevor Booker","","signed unrestricted free agent to a 2-year, $18M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1014","2016-07-08","Pacers","• Al Jefferson","","signed unrestricted free agent to a 3-year, $30M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2125"
"1015","2016-07-08","Suns","• Jared Dudley","","signed unrestricted free agent to a 3-year, $30M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1016","2016-07-09","76ers","• Gerald Henderson (b)","","signed unrestricted free agent to a 2-year, $18M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1017","2016-07-09","Kings","• Anthony Tolliver","","signed unrestricted free agent to a 2-year, $16M contract (second year guaranteed for $2M)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1018","2016-07-09","Knicks","• Mindaugas Kuzminskas","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1019","2016-07-09","Rockets","","• Andrew Goudelock","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1020","2016-07-09","Rockets","• Eric Gordon","","signed unrestricted free agent to a 4-year, $53M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1021","2016-07-09","Rockets","• Ryan Anderson","","signed unrestricted free agent to a 4-year, $80M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1022","2016-07-09","Warriors","• David West","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1023","2016-07-10","Heat","• Derrick Williams","","signed unrestricted free agent to a 1-year, $5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1024","2016-07-10","Heat","• James Johnson","","signed unrestricted free agent to a 1-year, $4M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1025","2016-07-10","Heat","• Luke Babbitt","• 2018 second round pick (#51-Tony Carr)• cash","trade with Pelicans","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1026","2016-07-10","Heat","• Wayne Ellington","","signed unrestricted free agent to a 2-year, $12M contract (second year is team option)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1027","2016-07-10","Mavericks","• Harrison Barnes","","signed restricted free agent to a 4-year, $94M contract (Warriors declined to match Mavericks offer sheet) (NBA)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1028","2016-07-10","Pelicans","• 2018 second round pick (#51-Tony Carr)• cash","• Luke Babbitt","trade with Heat","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1029","2016-07-11","Grizzlies","","• Tony Wroten Jr.","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1030","2016-07-11","Nets","• Justin Hamilton (b)","","signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2150"
"1031","2016-07-11","Pistons","• Boban Marjanovic","","signed restricted free agent to a 3-year, $21M contract (Spurs declined to match Pistons offer sheet)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1032","2016-07-11","Spurs","","• Tim Duncan","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1033","2016-07-12","76ers","• Jerryd Bayless","","signed unrestricted free agent to a 3-year, $27M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1034","2016-07-12","76ers","• Sergio Rodriguez","","signed free agent to a 1-year, $8M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1035","2016-07-12","Clippers","• Marreese Speights","","signed unrestricted free agent to a 1-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1036","2016-07-12","Hawks","","• Lamar Patterson","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1037","2016-07-12","Hawks","• Dwight Howard","","signed unrestricted free agent to a 3-year, $70.5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1038","2016-07-12","Heat","• Derrick Williams","","signed unrestricted free agent to a 1-year, $5M contract (P)","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1039","2016-07-12","Heat","• Stefan Jankovic","","signed free agent","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1040","2016-07-12","Pelicans","","• Toney Douglas","waived","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1041","2016-07-12","Timberwolves","• Cole Aldrich","","signed unrestricted free agent to a 3-year, $22M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1042","2016-07-12","Warriors","• Zaur Pachulia / Zaza Pachulia","","signed unrestricted free agent to a 1-year, $2.9M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1043","2016-07-12","Grizzlies","• Troy Daniels","• cash• traded player exception","trade with Hornets","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1044","2016-07-12","Hornets","• cash• traded player exception","• Troy Daniels","trade with Grizzlies","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2175"
"1045","2016-07-13","Grizzlies","• James Ennis",NA,"signed unrestricted free agent to a 2-year, $6M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2200"
"1046","2016-07-13","Heat","• Willie Reed",NA,"signed unrestricted free agent to a 2-year contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2200"
"1047","2016-07-13","Knicks","• Maurice Ndour / Maurice N'dour",NA,"signed free agent to a 2-year minimum contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2200"
"1048","2016-07-13","Nets","• Greivis Vasquez",NA,"signed unrestricted free agent to a 1-year, $5M contract","http://prosportstransactions.com/basketball/Search/SearchResults.php?Player=&Team=&BeginDate=2015-01-01&EndDate=2019-02-01&PlayerMovementChkBx=yes&Submit=Search&start=2200"
